ROCO_ID,PMC_ID,Keywords,Caption,keyword_label,matched_keywords,split,sample_id,caption,keywords,label,image_path,image_exists,caption_len,pair_id
ROCO_56552,PMC5754992_CCD-8-650-g004.jpg,"anterior,congenital,multiple,mandibular,dental,presence,radiographic,tooth,panoramic,absence,relation,region,arch,maxillary"," Panoramic radiographic revealed the presence of multiple teeth in the anterior region of both maxillary and mandibular dental arch with congenital absence of teeth in relation to 18, 28, 38, and 48",xray_radiograph,radiographic,train,ROCO_56552,"Panoramic radiographic revealed the presence of multiple teeth in the anterior region of both maxillary and mandibular dental arch with congenital absence of teeth in relation to 18, 28, 38, and 48","anterior,congenital,multiple,mandibular,dental,presence,radiographic,tooth,panoramic,absence,relation,region,arch,maxillary",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5754992_CCD-8-650-g004.jpg,True,197,train_026337
ROCO_13691,PMC2760937_ci0900102.jpg,"angiography,right,multiple,area,microaneurysm,pudding,contrast,arrow,kidney", Angiography of the right kidney showing multiple microaneurysms (arrows) and areas of contrast pudding.,angiography,angiography,train,ROCO_13691,Angiography of the right kidney showing multiple microaneurysms (arrows) and areas of contrast pudding.,"angiography,right,multiple,area,microaneurysm,pudding,contrast,arrow,kidney",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2760937_ci0900102.jpg,True,103,train_006316
ROCO_65508,PMC3730191_CRIM.SURGERY2013-263046.001.jpg,"repeat,evidence,ultrasound,ultrasonographic,gallbladder,perforation", Ultrasonographic evidence from the repeat ultrasound of gallbladder perforation.,ultrasound,ultrasound,train,ROCO_65508,Ultrasonographic evidence from the repeat ultrasound of gallbladder perforation.,"repeat,evidence,ultrasound,ultrasonographic,gallbladder,perforation",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3730191_CRIM.SURGERY2013-263046.001.jpg,True,80,train_030511
ROCO_04421,PMC3671531_CRIM.ORTHOPEDICS2013-510901.001.jpg,"coronal,lesion,mri", Coronal MRI of the lesion.,mri,mri,train,ROCO_04421,Coronal MRI of the lesion.,"coronal,lesion,mri",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3671531_CRIM.ORTHOPEDICS2013-510901.001.jpg,True,26,train_002061
ROCO_20280,PMC5700611_IJO-65-1249-g001.jpg,"vitreou,examination,debris,bscan,ultrasound", B-scan ultrasound examination: extensive vitreous debris,ultrasound,ultrasound,train,ROCO_20280,B-scan ultrasound examination: extensive vitreous debris,"vitreou,examination,debris,bscan,ultrasound",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5700611_IJO-65-1249-g001.jpg,True,56,train_009416
ROCO_17767,PMC3751899_1471-2482-13-32-1.jpg,"anterior,picture,arteria,treatment,artery,arteriography,tibial,obliteration", The arteriography picture prior treatment (The obliteration of anterior tibial artery and arteria fibularis).,angiography,arteriography,train,ROCO_17767,The arteriography picture prior treatment (The obliteration of anterior tibial artery and arteria fibularis).,"anterior,picture,arteria,treatment,artery,arteriography,tibial,obliteration",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3751899_1471-2482-13-32-1.jpg,True,109,train_008226
ROCO_39762,PMC3076043_cmo-2011-015f4.jpg,"mas,right,postsurgical,significant,lobe,shift,temporal,effect,brain,gadolinium,arrow,mri,change,midline", MRI of brain with gadolinium showing postsurgical changes within the right temporal lobe with no significant mass effect or midline shift (arrow).,mri,mri,train,ROCO_39762,MRI of brain with gadolinium showing postsurgical changes within the right temporal lobe with no significant mass effect or midline shift (arrow).,"mas,right,postsurgical,significant,lobe,shift,temporal,effect,brain,gadolinium,arrow,mri,change,midline",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3076043_cmo-2011-015f4.jpg,True,146,train_018517
ROCO_79055,PMC3568861_EMI2013-171609.001.jpg,"third,acj,lateral,radiograph,fracture,dislocation,male,clavicle,view", Radiograph (AP view) of a 34-year-old male showing an ACJ dislocation complicated with a fracture of the lateral third of the clavicle.,xray_radiograph,radiograph,train,ROCO_79055,Radiograph (AP view) of a 34-year-old male showing an ACJ dislocation complicated with a fracture of the lateral third of the clavicle.,"third,acj,lateral,radiograph,fracture,dislocation,male,clavicle,view",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3568861_EMI2013-171609.001.jpg,True,135,train_036801
ROCO_73446,PMC2685231_cia-4-101f2c.jpg,"angiography,macular,arcade,area,scattered,fluorescein,diabetic,retinal,fluid,due,leakage,visible,hyperfluorescence,vascular,macula,incompetence"," Fluorescein angiography of a macula exhibiting diabetic macular edema. The retinal vascular arcades are visible along with scattered areas of hyperfluorescence throughout the macula, indicating leakage of fluid due to diabetes-induced vascular incompetence.",angiography,angiography,train,ROCO_73446,"Fluorescein angiography of a macula exhibiting diabetic macular edema. The retinal vascular arcades are visible along with scattered areas of hyperfluorescence throughout the macula, indicating leakage of fluid due to diabetes-induced vascular incompetence.","angiography,macular,arcade,area,scattered,fluorescein,diabetic,retinal,fluid,due,leakage,visible,hyperfluorescence,vascular,macula,incompetence",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2685231_cia-4-101f2c.jpg,True,257,train_034227
ROCO_19016,PMC5501626_tcrm-13-807Fig1.jpg,"gestational,upper,lower,scarabbreviation,sac,image,previou,ultrasound,cesarean,arrow,pregnancy,scar,csp,refer"," CSP demonstrated by ultrasound.Notes: The upper arrow refers to the cesarean scar. The lower arrow refers to the gestational sac. The ultrasound image shows that the gestational sac was implanted in the previous cesarean scar.Abbreviation: CSP, cesarean scar pregnancy.",ultrasound,ultrasound,train,ROCO_19016,"CSP demonstrated by ultrasound.Notes: The upper arrow refers to the cesarean scar. The lower arrow refers to the gestational sac. The ultrasound image shows that the gestational sac was implanted in the previous cesarean scar.Abbreviation: CSP, cesarean scar pregnancy.","gestational,upper,lower,scarabbreviation,sac,image,previou,ultrasound,cesarean,arrow,pregnancy,scar,csp,refer",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5501626_tcrm-13-807Fig1.jpg,True,269,train_008802
ROCO_07687,PMC3220181_CCD-2-66-g005.jpg,"pointing,phalange,metacarpal,radiograph,second,handwrist,proximal", Hand–wrist radiograph showing bullet-shaped phalanges with proximal pointing of the second to fifth metacarpals,xray_radiograph,radiograph,train,ROCO_07687,Hand–wrist radiograph showing bullet-shaped phalanges with proximal pointing of the second to fifth metacarpals,"pointing,phalange,metacarpal,radiograph,second,handwrist,proximal",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3220181_CCD-2-66-g005.jpg,True,111,train_003572
ROCO_80383,PMC3789904_wjem-14-444-g002.jpg,"multiple,discrete,chest,nodule,tomography,pulmonary", Chest computed tomography demonstrating multiple discrete pulmonary nodules (arrow).,ct,"tomography,computed tomography",train,ROCO_80383,Chest computed tomography demonstrating multiple discrete pulmonary nodules (arrow).,"multiple,discrete,chest,nodule,tomography,pulmonary",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3789904_wjem-14-444-g002.jpg,True,84,train_037406
ROCO_69373,PMC4062234_EU-2-7-g004.jpg,"absent,bile,pv,cbd,duct,pancrea,pancreatic,possibility,sign,portal,common,radial,eu,stack,vein,endoscopic", Radial EUS. Stack sign absent with only CBD and PV seen. Pancreatic duct not seen in the stack suggesting a possibility of pancreas divisum. CBD: common bile duct; EUS: endoscopic ultrasound; PV: portal vein.,ultrasound,ultrasound,train,ROCO_69373,Radial EUS. Stack sign absent with only CBD and PV seen. Pancreatic duct not seen in the stack suggesting a possibility of pancreas divisum. CBD: common bile duct; EUS: endoscopic ultrasound; PV: portal vein.,"absent,bile,pv,cbd,duct,pancrea,pancreatic,possibility,sign,portal,common,radial,eu,stack,vein,endoscopic",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4062234_EU-2-7-g004.jpg,True,208,train_032309
ROCO_69883,PMC3592777_ebsj03033-7.jpg,"plate,end,positive,image,advancement,month,modic,disc,l5s1,reherniation,resonance,sagittal,magnetic,change,degeneration", Sagittal magnetic resonance image taken 9 months postoperatively showing advancement to severe disc degeneration with positive Modic end plate changes and reherniation of the L5-S1 disc.,mri,"magnetic,resonance,magnetic resonance",train,ROCO_69883,Sagittal magnetic resonance image taken 9 months postoperatively showing advancement to severe disc degeneration with positive Modic end plate changes and reherniation of the L5-S1 disc.,"plate,end,positive,image,advancement,month,modic,disc,l5s1,reherniation,resonance,sagittal,magnetic,change,degeneration",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3592777_ebsj03033-7.jpg,True,186,train_032555
ROCO_71669,PMC5488527_EUS-6-210-g002.jpg,"tumor,scope,probe,ultrasound,endobronchial", Tumor as seen using the ultrasound probe of the endobronchial ultrasound scope,ultrasound,ultrasound,train,ROCO_71669,Tumor as seen using the ultrasound probe of the endobronchial ultrasound scope,"tumor,scope,probe,ultrasound,endobronchial",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5488527_EUS-6-210-g002.jpg,True,78,train_033382
ROCO_69461,PMC4735482_gr1.jpg,"plain,magnetic,bladder,abdoman,bead,film", Plain film of the abdomen showing 25 magnetic beads within the bladder.,mri,magnetic,train,ROCO_69461,Plain film of the abdomen showing 25 magnetic beads within the bladder.,"plain,magnetic,bladder,abdoman,bead,film",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4735482_gr1.jpg,True,71,train_032352
ROCO_36763,PMC2626813_kjr-8-443-g004.jpg,"week,large,sclerotic,physi,initial,periosteal,vitamin,improvement,femur,radiograph,shell,metaphyseal,present,arrow,line,supplementation,bone,left", The radiograph performed six weeks after vitamin C supplementation. Large shells of periosteal bone (arrows) are present at the left femur. There was improvement of the metaphyseal sclerotic line and widened physis compared to the initial radiograph.,xray_radiograph,radiograph,train,ROCO_36763,The radiograph performed six weeks after vitamin C supplementation. Large shells of periosteal bone (arrows) are present at the left femur. There was improvement of the metaphyseal sclerotic line and widened physis compared to the initial radiograph.,"week,large,sclerotic,physi,initial,periosteal,vitamin,improvement,femur,radiograph,shell,metaphyseal,present,arrow,line,supplementation,bone,left",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2626813_kjr-8-443-g004.jpg,True,250,train_017053
ROCO_17597,PMC3548438_opth-7-087f2.jpg,"patient,photoreceptor,coherence,disruption,absence,optical,segmentouter,inner,arrow,tomography,line,total,segment", The optical coherence tomography of a patient with photoreceptor disruption demonstrated total absence of inner segment/outer segment line (arrow).,ct,tomography,train,ROCO_17597,The optical coherence tomography of a patient with photoreceptor disruption demonstrated total absence of inner segment/outer segment line (arrow).,"patient,photoreceptor,coherence,disruption,absence,optical,segmentouter,inner,arrow,tomography,line,total,segment",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3548438_opth-7-087f2.jpg,True,147,train_008142
ROCO_21592,PMC3591018_AMS-1-120-g014.jpg,"case,panoramic,postoperative,radiograph", Postoperative panoramic radiograph of case 2,xray_radiograph,radiograph,train,ROCO_21592,Postoperative panoramic radiograph of case 2,"case,panoramic,postoperative,radiograph",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3591018_AMS-1-120-g014.jpg,True,44,train_010042
ROCO_41916,PMC3992086_umj0083-0003-f1.jpg,"old,show,middle,sudden,year,ct,fissure,cerebral,admission,onset,several,headache,pain,blood,thunderclap,artery,sylvian,man,brain,severe,aneurysm,arrow,time,left"," A 39 year old man with sudden, severe ‘thunderclap’ headache and vomiting several times at onset of pain. CT Brain performed on admission to A+E shows subarachnoid blood in left Sylvian Fissure (arrow). Subsequently found to have left middle cerebral artery aneurysm.",ct,ct,train,ROCO_41916,"A 39 year old man with sudden, severe ‘thunderclap’ headache and vomiting several times at onset of pain. CT Brain performed on admission to A+E shows subarachnoid blood in left Sylvian Fissure (arrow). Subsequently found to have left middle cerebral artery aneurysm.","old,show,middle,sudden,year,ct,fissure,cerebral,admission,onset,several,headache,pain,blood,thunderclap,artery,sylvian,man,brain,severe,aneurysm,arrow,time,left",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3992086_umj0083-0003-f1.jpg,True,267,train_019516
ROCO_06583,PMC4693387_IJRI-25-380-g010.jpg,"right,multiple,renal,presence,bleeding,hematoma,vessel,subcapsular,punctate,angiogram,region,kidney"," Right renal angiogram shows multiple punctate bleeding vessels (arrow) in all regions of the kidney, suggesting the presence of an enlarging subcapsular hematoma",angiography,angiogram,train,ROCO_06583,"Right renal angiogram shows multiple punctate bleeding vessels (arrow) in all regions of the kidney, suggesting the presence of an enlarging subcapsular hematoma","right,multiple,renal,presence,bleeding,hematoma,vessel,subcapsular,punctate,angiogram,region,kidney",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4693387_IJRI-25-380-g010.jpg,True,161,train_003054
ROCO_76812,PMC2883201_ATM-05-67-g032.jpg,"multiple,density,due,high,radiograph,chest,nodule,exposure", A chest radiograph shows multiple high density nodules due to a lifetime exposure to hematite and silica,xray_radiograph,radiograph,train,ROCO_76812,A chest radiograph shows multiple high density nodules due to a lifetime exposure to hematite and silica,"multiple,density,due,high,radiograph,chest,nodule,exposure",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2883201_ATM-05-67-g032.jpg,True,104,train_035786
ROCO_52029,PMC4323978_AJNS-9-240b-g002.jpg,"calvarial,right,lesion,extra,showing,scan,occipital,thickening,tomography,isodense,erosion,bone,meningeal", Computed tomography scan showing a right occipital extra calvarial isodense lesion with underlying bone erosion and meningeal thickening,ct,"tomography,computed tomography",train,ROCO_52029,Computed tomography scan showing a right occipital extra calvarial isodense lesion with underlying bone erosion and meningeal thickening,"calvarial,right,lesion,extra,showing,scan,occipital,thickening,tomography,isodense,erosion,bone,meningeal",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4323978_AJNS-9-240b-g002.jpg,True,136,train_024234
ROCO_11692,PMC4000875_kjtcs-47-152-g002.jpg,"angiography,right,branch,separate,arrow,coronary,conal,artery,pulmonary,ostium,conu", Coronary angiography. Right coronary angiography demonstrated the conus branch from a separate coronary ostium. The right conal branch has a fistula to the pulmonary artery (arrow).,angiography,angiography,train,ROCO_11692,Coronary angiography. Right coronary angiography demonstrated the conus branch from a separate coronary ostium. The right conal branch has a fistula to the pulmonary artery (arrow).,"angiography,right,branch,separate,arrow,coronary,conal,artery,pulmonary,ostium,conu",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4000875_kjtcs-47-152-g002.jpg,True,181,train_005416
ROCO_72278,PMC4195842_13244_2014_350_Fig19_HTML.jpg,"xray,patient,shunt,hypertrophy,ventricular,dialysi,chest,black,arrow,cardiac,output,male", Chest x-ray depicts left ventricular hypertrophy in a 79-year-old male patient with a dialysis shunt and increased cardiac output (black arrow),xray_radiograph,"xray,x ray",train,ROCO_72278,Chest x-ray depicts left ventricular hypertrophy in a 79-year-old male patient with a dialysis shunt and increased cardiac output (black arrow),"xray,patient,shunt,hypertrophy,ventricular,dialysi,chest,black,arrow,cardiac,output,male",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4195842_13244_2014_350_Fig19_HTML.jpg,True,143,train_033664
ROCO_74186,PMC4973906_pntd.0004849.g003.jpg,"multiple,scan,thickwalled,pocket,ultrasound,echogenic,subcutaneou,grain,oedema,minimal"," Ultrasound scan showing multiple thick-walled pockets containing multiple echogenic grains, with minimal subcutaneous oedema.",ultrasound,ultrasound,train,ROCO_74186,"Ultrasound scan showing multiple thick-walled pockets containing multiple echogenic grains, with minimal subcutaneous oedema.","multiple,scan,thickwalled,pocket,ultrasound,echogenic,subcutaneou,grain,oedema,minimal",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4973906_pntd.0004849.g003.jpg,True,125,train_034565
ROCO_44705,PMC4745797_oncotarget-06-30277-g002a.jpg,"cm,mria,grade,pelvic,t2wi,regression,pcr,section,axial,adenocarcinoma,examination,vergebaseline,lesion,complete,speciman,resection,residual,posterior,response,man,emd,crt,rectal,mm,ct3an0,trg,tumor,thin,sixtythreeyearold,anal,pathological", Sixty-three-year-old man with cT3aN0 rectal adenocarcinoma 5 cm from the anal vergeBaseline thin section T2-weighted pelvic MRI(a) before CRT revealed posterior rectal lesion. The EMD was 4.0 mm. b. axial thin section T2-WI after CRT. Pathological examination of the resection specimen revealed no residual tumor = pCR (pathological complete response) and TRG 0 (tumor regression grade).,mri,mri,train,ROCO_44705,Sixty-three-year-old man with cT3aN0 rectal adenocarcinoma 5 cm from the anal vergeBaseline thin section T2-weighted pelvic MRI(a) before CRT revealed posterior rectal lesion. The EMD was 4.0 mm. b. axial thin section T2-WI after CRT. Pathological examination of the resection specimen revealed no residual tumor = pCR (pathological complete response) and TRG 0 (tumor regression grade).,"cm,mria,grade,pelvic,t2wi,regression,pcr,section,axial,adenocarcinoma,examination,vergebaseline,lesion,complete,speciman,resection,residual,posterior,response,man,emd,crt,rectal,mm,ct3an0,trg,tumor,thin,sixtythreeyearold,anal,pathological",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4745797_oncotarget-06-30277-g002a.jpg,True,387,train_020814
ROCO_22728,PMC5039039_10-1055-s-0036-1593407-i160059-1.jpg,"week,chorion,separation,figure,point,chorioamniotic,ultrasound,amniotic,arrow,membrane,indication,estimated,evaluation,fetal",  This figure represents the chorioamniotic separation diagnosed by ultrasound evaluation at 39 weeks. The indication for the ultrasound evaluation was to obtain an estimated fetal weight. The arrows point at the amniotic membrane that has separated from the chorion.,ultrasound,ultrasound,train,ROCO_22728,This figure represents the chorioamniotic separation diagnosed by ultrasound evaluation at 39 weeks. The indication for the ultrasound evaluation was to obtain an estimated fetal weight. The arrows point at the amniotic membrane that has separated from the chorion.,"week,chorion,separation,figure,point,chorioamniotic,ultrasound,amniotic,arrow,membrane,indication,estimated,evaluation,fetal",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5039039_10-1055-s-0036-1593407-i160059-1.jpg,True,265,train_010541
ROCO_67614,PMC5755670_cr-08-349-g010.jpg,"angiography,lad,stenosi,mid,lcx,coronary,proximal,rca,view", Coronary angiography RAO 20/CA 28 view showing LAD and LCX coming from proximal RCA with 99% stenosis at proximal and mid RCA.,angiography,angiography,train,ROCO_67614,Coronary angiography RAO 20/CA 28 view showing LAD and LCX coming from proximal RCA with 99% stenosis at proximal and mid RCA.,"angiography,lad,stenosi,mid,lcx,coronary,proximal,rca,view",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5755670_cr-08-349-g010.jpg,True,126,train_031490
ROCO_35156,PMC4000885_kjtcs-47-189-g002.jpg,"isointense,magnetic,adipose,tumor,intensity,tissue,imaging,resonance,marrow,signal,bone", Magnetic resonance imaging showed that the signal intensity of the tumors was mainly isointense with that of the bone marrow and partially isointense with that of the adipose tissue.,mri,"magnetic,resonance,magnetic resonance",train,ROCO_35156,Magnetic resonance imaging showed that the signal intensity of the tumors was mainly isointense with that of the bone marrow and partially isointense with that of the adipose tissue.,"isointense,magnetic,adipose,tumor,intensity,tissue,imaging,resonance,marrow,signal,bone",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4000885_kjtcs-47-189-g002.jpg,True,182,train_016315
ROCO_07132,PMC4094443_1746-1596-9-127-2.jpg,"mri,jejunal,arrow,intussusception", MRI showing jejunal intussusception (red arrow).,mri,mri,train,ROCO_07132,MRI showing jejunal intussusception (red arrow).,"mri,jejunal,arrow,intussusception",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4094443_1746-1596-9-127-2.jpg,True,48,train_003312
ROCO_74502,PMC3299161_JETS-5-76-g008.jpg,"angiography,doppler,power,normal,color,steady,probe,flow,artifact,unwanted,pleural,slide,lung,subtle,line,sliding"," ‘Power slide’ in normal sliding lung. Power (angiography) Doppler is used at the pleural line, which is visualized lighting up with color flow as subtle sliding is detected. The probe must be steady to avoid unwanted color artifacts",angiography,angiography,train,ROCO_74502,"‘Power slide’ in normal sliding lung. Power (angiography) Doppler is used at the pleural line, which is visualized lighting up with color flow as subtle sliding is detected. The probe must be steady to avoid unwanted color artifacts","angiography,doppler,power,normal,color,steady,probe,flow,artifact,unwanted,pleural,slide,lung,subtle,line,sliding",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3299161_JETS-5-76-g008.jpg,True,232,train_034707
ROCO_25833,PMC3088377_wjem12_1p0067f1.jpg,"matter,cerebral,consistent,effacement,mca,middle,foci,axial,computer,arrow,infarction,tomography,artery,sulcal,territory,white,left"," Left middle cerebral artery (MCA) infarction. Axial nonenhanced computer tomography demonstrates hypoattenuating foci throughout the left sided white matter (arrows) and sulcal effacement in the left MCA territory, consistent with infarction.",ct,tomography,train,ROCO_25833,"Left middle cerebral artery (MCA) infarction. Axial nonenhanced computer tomography demonstrates hypoattenuating foci throughout the left sided white matter (arrows) and sulcal effacement in the left MCA territory, consistent with infarction.","matter,cerebral,consistent,effacement,mca,middle,foci,axial,computer,arrow,infarction,tomography,artery,sulcal,territory,white,left",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3088377_wjem12_1p0067f1.jpg,True,242,train_012010
ROCO_02055,PMC5265962_medi-95-e5014-g001.jpg,"wire,angle,bilateral,postoperative,cardiomegaly,lateral,previou,sternal,radiograph,chest,blunting,cardiac,surgery,costophrenic,change"," Chest radiograph showing cardiomegaly, blunting of bilateral lateral costophrenic angles, and postoperative changes from previous cardiac surgery with sternal wires.",xray_radiograph,radiograph,train,ROCO_02055,"Chest radiograph showing cardiomegaly, blunting of bilateral lateral costophrenic angles, and postoperative changes from previous cardiac surgery with sternal wires.","wire,angle,bilateral,postoperative,cardiomegaly,lateral,previou,sternal,radiograph,chest,blunting,cardiac,surgery,costophrenic,change",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5265962_medi-95-e5014-g001.jpg,True,165,train_000953
ROCO_55691,PMC4857344_10.1177_2050313X14558903-fig1.jpg,"multiple,ultrasound,bowel,suspiciou,obstruction,abdominal,distended,loop"," An abdominal ultrasound showed multiple distended loops of bowel, suspicious for obstruction.",ultrasound,ultrasound,train,ROCO_55691,"An abdominal ultrasound showed multiple distended loops of bowel, suspicious for obstruction.","multiple,ultrasound,bowel,suspiciou,obstruction,abdominal,distended,loop",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4857344_10.1177_2050313X14558903-fig1.jpg,True,93,train_025963
ROCO_55760,PMC4618116_CRIOR2015-241968.002.jpg,"plate,radiograph,osteosynthesi,invasive,postoperative,skin,staple", Postoperative radiograph shows the minimally invasive plate osteosynthesis and the skin staples.,xray_radiograph,radiograph,train,ROCO_55760,Postoperative radiograph shows the minimally invasive plate osteosynthesis and the skin staples.,"plate,radiograph,osteosynthesi,invasive,postoperative,skin,staple",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4618116_CRIOR2015-241968.002.jpg,True,96,train_025989
