ROCO_ID,PMC_ID,Keywords,Caption,keyword_label,matched_keywords,split,sample_id,caption,keywords,label,image_path,image_exists,caption_len,pair_id
ROCO_80035,PMC4964049_rjw115f02.jpg,"image,fracturedislocation,ct", CT image showing fracture–dislocation.,ct,ct,train,ROCO_80035,CT image showing fracture–dislocation.,"image,fracturedislocation,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4964049_rjw115f02.jpg,True,38,train_037246
ROCO_46233,PMC5291712_CG-CGCR160168F001.jpg,"showing,edema,bowel,diffuse,specific,dilatation,tomography,aie,small,consistent,contrast", Abdominal/pelvic computed tomography with contrast showing diffuse dilatation and edema of the small bowel consistent with but not specific for AIE.,ct,"tomography,computed tomography",train,ROCO_46233,Abdominal/pelvic computed tomography with contrast showing diffuse dilatation and edema of the small bowel consistent with but not specific for AIE.,"showing,edema,bowel,diffuse,specific,dilatation,tomography,aie,small,consistent,contrast",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5291712_CG-CGCR160168F001.jpg,True,148,train_021520
ROCO_30372,PMC3921748_CEJU-64-00137-g001.jpg,"onion,classic,epidermoid,pattern,image,ultrasound,cyst,ring", Ultrasound image of epidermoid cyst showing classic onion ring pattern.,ultrasound,ultrasound,train,ROCO_30372,Ultrasound image of epidermoid cyst showing classic onion ring pattern.,"onion,classic,epidermoid,pattern,image,ultrasound,cyst,ring",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3921748_CEJU-64-00137-g001.jpg,True,71,train_014088
ROCO_51577,PMC4309300_CRIOR2015-759257.006.jpg,"lesion,distal,fluid,axial,mri,view,tibia,cystic", Axial view MRI showing well defined cystic fluid filled lesions in distal tibia.,mri,mri,train,ROCO_51577,Axial view MRI showing well defined cystic fluid filled lesions in distal tibia.,"lesion,distal,fluid,axial,mri,view,tibia,cystic",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4309300_CRIOR2015-759257.006.jpg,True,80,train_024027
ROCO_66273,PMC3771768_jls0031330530002.jpg,"adjacent,wall,magnetic,uniform,abdoman,imaging,arrow,resonance,duodenal,structure,fluidcontaining", Magnetic resonance imaging of abdomen revealed a 1.7cm x 1.2cm x 1.3cm fluid-containing structure with a uniform 3-mm wall (arrow) adjacent to the duodenal.,mri,"magnetic,resonance,magnetic resonance",train,ROCO_66273,Magnetic resonance imaging of abdomen revealed a 1.7cm x 1.2cm x 1.3cm fluid-containing structure with a uniform 3-mm wall (arrow) adjacent to the duodenal.,"adjacent,wall,magnetic,uniform,abdoman,imaging,arrow,resonance,duodenal,structure,fluidcontaining",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3771768_jls0031330530002.jpg,True,156,train_030868
ROCO_73477,PMC3997871_CRID2014-762969.002.jpg,"postsurgical,flap,mandible,free,xray,panoramic,treatment,reconstruction"," Immediately postsurgical treatment panoramic X-ray, which shows fibula free flap reconstruction of the mandible.",xray_radiograph,"xray,x ray",train,ROCO_73477,"Immediately postsurgical treatment panoramic X-ray, which shows fibula free flap reconstruction of the mandible.","postsurgical,flap,mandible,free,xray,panoramic,treatment,reconstruction",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3997871_CRID2014-762969.002.jpg,True,112,train_034240
ROCO_24380,PMC2278155_1752-1947-2-88-2.jpg,"tumour,right,eye,point,excavation,choroid,invading,ultrasound,tissue,bscan,arrow", B-scan ultrasound of the right eye showing the tumour. The arrow points to excavation of the choroid by the invading tissue.,ultrasound,ultrasound,train,ROCO_24380,B-scan ultrasound of the right eye showing the tumour. The arrow points to excavation of the choroid by the invading tissue.,"tumour,right,eye,point,excavation,choroid,invading,ultrasound,tissue,bscan,arrow",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2278155_1752-1947-2-88-2.jpg,True,124,train_011332
ROCO_50805,PMC2734531_1757-7241-17-34-3.jpg,"right,arrowhead,ultrasound,diaphragm,collapsed,intraabdominal,resuscitative,fluid,collection,large,lobe,pleural,black,free,star,image", Resuscitative ultrasound image of large pleural collection (*) seen here above the diaphragm (arrows) around the collapsed right lower lobe (arrowheads). Note also the free intra-abdominal fluid (Black star).,ultrasound,ultrasound,train,ROCO_50805,Resuscitative ultrasound image of large pleural collection (*) seen here above the diaphragm (arrows) around the collapsed right lower lobe (arrowheads). Note also the free intra-abdominal fluid (Black star).,"right,arrowhead,ultrasound,diaphragm,collapsed,intraabdominal,resuscitative,fluid,collection,large,lobe,pleural,black,free,star,image",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2734531_1757-7241-17-34-3.jpg,True,208,train_023664
ROCO_64000,PMC2766898_IJRI-18-69-g004.jpg,"anterior,mas,endometrial,gradientecho,stripe,section,show,myometrium,black,mri,arrow,white,sagittal,cystic", Gradient-echo MRI in the sagittal section shows a posteriorly displaced endometrial stripe (white arrow) and a cystic mass in the anterior myometrium (black arrow),mri,mri,train,ROCO_64000,Gradient-echo MRI in the sagittal section shows a posteriorly displaced endometrial stripe (white arrow) and a cystic mass in the anterior myometrium (black arrow),"anterior,mas,endometrial,gradientecho,stripe,section,show,myometrium,black,mri,arrow,white,sagittal,cystic",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2766898_IJRI-18-69-g004.jpg,True,163,train_029817
ROCO_14634,PMC5579915_EUS-6-273-g003.jpg,"lesion,cm,hypoechoic,pancrea,part,circumscribed,uncinate,endoscopic", Endoscopic ultrasound showing a hypoechoic 2.6 cm × 1.8 cm well circumscribed lesion in the uncinate part of the pancreas,ultrasound,ultrasound,train,ROCO_14634,Endoscopic ultrasound showing a hypoechoic 2.6 cm × 1.8 cm well circumscribed lesion in the uncinate part of the pancreas,"lesion,cm,hypoechoic,pancrea,part,circumscribed,uncinate,endoscopic",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5579915_EUS-6-273-g003.jpg,True,121,train_006752
ROCO_58177,PMC5624154_CRIM2017-2392670.002.jpg,"small,cyst,tumor", MRI: the tumor contained small cysts (arrow).,mri,mri,train,ROCO_58177,MRI: the tumor contained small cysts (arrow).,"small,cyst,tumor",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5624154_CRIM2017-2392670.002.jpg,True,45,train_027098
ROCO_19973,PMC4863053_ir-14-183-g002.jpg,"effusion,pleural,xray,radiograph,chest,arrow,leftsided", Chest X-ray finding. Chest radiograph showing left-sided pleural effusion (arrow).,xray_radiograph,"xray,x ray,radiograph",train,ROCO_19973,Chest X-ray finding. Chest radiograph showing left-sided pleural effusion (arrow).,"effusion,pleural,xray,radiograph,chest,arrow,leftsided",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4863053_ir-14-183-g002.jpg,True,82,train_009273
ROCO_43546,PMC5098110_CRIE2016-7974182.002.jpg,"cerebral,artery,internal,angiogram", Left internal cerebral artery in cerebral angiogram.,angiography,angiogram,train,ROCO_43546,Left internal cerebral artery in cerebral angiogram.,"cerebral,artery,internal,angiogram",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5098110_CRIE2016-7974182.002.jpg,True,52,train_020276
ROCO_57414,PMC4125239_tropmed-91-217-g002.jpg,"fusiform,echogenic,image,ultrasound", Ultrasound showed fusiform echogenic image.,ultrasound,ultrasound,train,ROCO_57414,Ultrasound showed fusiform echogenic image.,"fusiform,echogenic,image,ultrasound",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4125239_tropmed-91-217-g002.jpg,True,43,train_026733
ROCO_06874,PMC2734531_1757-7241-17-34-4.jpg,"motion,nature,pleural,collapsed,undulation,resuscitative,fluid,sinusoid,sign,content,ultrasound,tissue,lung,mode,time,intrapleural,image", Resuscitative ultrasound image using time motion mode demonstrating the sinusoid sign. This sign illustrates an undulation of the collapsed lung tissue within the pleural fluid thus confirming the fluid nature of the intra-pleural contents.,ultrasound,ultrasound,train,ROCO_06874,Resuscitative ultrasound image using time motion mode demonstrating the sinusoid sign. This sign illustrates an undulation of the collapsed lung tissue within the pleural fluid thus confirming the fluid nature of the intra-pleural contents.,"motion,nature,pleural,collapsed,undulation,resuscitative,fluid,sinusoid,sign,content,ultrasound,tissue,lung,mode,time,intrapleural,image",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2734531_1757-7241-17-34-4.jpg,True,240,train_003190
ROCO_33407,PMC3590728_JISP-16-562-g004.jpg,"postoperative,radiograph", Postoperative radiograph,xray_radiograph,radiograph,train,ROCO_33407,Postoperative radiograph,"postoperative,radiograph",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3590728_JISP-16-562-g004.jpg,True,24,train_015465
ROCO_72031,PMC5346622_2186-3326-79-0065-g012.jpg,"level,plain,image,abdoman,l4,year,horizontal,view,operation,ct", Plain CT image of the abdomen obtained one year after the operation (horizontal view at the L4 level),ct,ct,train,ROCO_72031,Plain CT image of the abdomen obtained one year after the operation (horizontal view at the L4 level),"level,plain,image,abdoman,l4,year,horizontal,view,operation,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5346622_2186-3326-79-0065-g012.jpg,True,101,train_033555
ROCO_47649,PMC4026870_CRIM2014-524286.002.jpg,"angiography,hypofluorescence,fluorescein,pathology,evidence", Fluorescein angiography demonstrated hypofluorescence and no evidence of any other pathology.,angiography,angiography,train,ROCO_47649,Fluorescein angiography demonstrated hypofluorescence and no evidence of any other pathology.,"angiography,hypofluorescence,fluorescein,pathology,evidence",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4026870_CRIM2014-524286.002.jpg,True,93,train_022174
ROCO_42798,PMC5448300_autopsy-04-02035-g02.jpg,"anterior,body,central,spine,broad,region,reduction,marked,platyspondyly,vertebral,posterior,aspect,tomography", Computed tomography of the vertebral spine showing marked reduction of the central and posterior regions of the vertebral bodies (platyspondyly) and broad and rounded anterior aspect.,ct,"tomography,computed tomography",train,ROCO_42798,Computed tomography of the vertebral spine showing marked reduction of the central and posterior regions of the vertebral bodies (platyspondyly) and broad and rounded anterior aspect.,"anterior,body,central,spine,broad,region,reduction,marked,platyspondyly,vertebral,posterior,aspect,tomography",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5448300_autopsy-04-02035-g02.jpg,True,183,train_019920
ROCO_69501,PMC3975708_1471-2474-15-69-3.jpg,"preoperative,right,patient,ap,xray,histiocytoma,humeral,malignant,fibrou,male,view", Preoperative X-ray (AP view) of a 35-year male patient with right humeral malignant fibrous histiocytoma.,xray_radiograph,"xray,x ray",train,ROCO_69501,Preoperative X-ray (AP view) of a 35-year male patient with right humeral malignant fibrous histiocytoma.,"preoperative,right,patient,ap,xray,histiocytoma,humeral,malignant,fibrou,male,view",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3975708_1471-2474-15-69-3.jpg,True,105,train_032372
ROCO_68500,PMC5664263_CRICC2017-9503654.002.jpg,"absces,muscle,brown,spine,consistent,material,fluid,collection,lumbar,purulent,mri,psoa,hospital,day,left"," MRI of the lumbar spine on hospital day 3. This MRI shows a fluid collection within the left psoas muscle. The collection was aspirated and revealed purulent brown material, consistent with an abscess.",mri,mri,train,ROCO_68500,"MRI of the lumbar spine on hospital day 3. This MRI shows a fluid collection within the left psoas muscle. The collection was aspirated and revealed purulent brown material, consistent with an abscess.","absces,muscle,brown,spine,consistent,material,fluid,collection,lumbar,purulent,mri,psoa,hospital,day,left",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5664263_CRICC2017-9503654.002.jpg,True,201,train_031882
ROCO_80114,PMC3477138_pone.0047897.g009.jpg,"mandibular,bony,good,plate,fixation,dental,xray,postoperative,screw,reconstruction,genioplasty,implant,contour"," Postoperative x-ray, demonstrating good bony contour, with reconstruction plates used for mandibular fixation, screws used for genioplasty and osseointegrated dental implants inserted primarily.",xray_radiograph,"xray,x ray",train,ROCO_80114,"Postoperative x-ray, demonstrating good bony contour, with reconstruction plates used for mandibular fixation, screws used for genioplasty and osseointegrated dental implants inserted primarily.","mandibular,bony,good,plate,fixation,dental,xray,postoperative,screw,reconstruction,genioplasty,implant,contour",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3477138_pone.0047897.g009.jpg,True,194,train_037292
ROCO_34711,PMC5244284_arh0031601790003.jpg,"right,welldefined,magnetic,expansile,patient,maxillary,unaffected,contour,protrusion,homogeneou,cavity,thickening,hypointensity,ethmoid,image,paranasal,hyperintensity,oblique,lesion,superior,frontal,sinu,intracranial,sphenoid,sinus,t2,orbit,medial,t1,mucosal,resonance,muscle,rectu,left"," Patient 2. Magnetic resonance image, showing a 4.6 × 2.3 × 3.7-cm expansile lesion in the left frontal sinus, with well-defined lobulated contours and homogeneous T1 hypointensity and T2 hyperintensity, extending into the sphenoid and ethmoid sinuses, displacing the superior rectus, medial rectus, and superior oblique muscle, which allowed protrusion into the left orbit. Mucosal thickening was seen in all paranasal cavities, particularly in the right ethmoid and maxillary sinuses. The intracranial cavity seems unaffected.",mri,"magnetic,resonance,magnetic resonance",train,ROCO_34711,"Patient 2. Magnetic resonance image, showing a 4.6 × 2.3 × 3.7-cm expansile lesion in the left frontal sinus, with well-defined lobulated contours and homogeneous T1 hypointensity and T2 hyperintensity, extending into the sphenoid and ethmoid sinuses, displacing the superior rectus, medial rectus, and superior oblique muscle, which allowed protrusion into the left orbit. Mucosal thickening was seen in all paranasal cavities, particularly in the right ethmoid and maxillary sinuses. The intracranial cavity seems unaffected.","right,welldefined,magnetic,expansile,patient,maxillary,unaffected,contour,protrusion,homogeneou,cavity,thickening,hypointensity,ethmoid,image,paranasal,hyperintensity,oblique,lesion,superior,frontal,sinu,intracranial,sphenoid,sinus,t2,orbit,medial,t1,mucosal,resonance,muscle,rectu,left",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5244284_arh0031601790003.jpg,True,527,train_016092
ROCO_55250,PMC3542924_CRIM.EM2012-864160.001.jpg,"spine,cervical,mri,fracture", It shows a contrasted MRI with cervical spine fracture.,mri,mri,train,ROCO_55250,It shows a contrasted MRI with cervical spine fracture.,"spine,cervical,mri,fracture",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3542924_CRIM.EM2012-864160.001.jpg,True,55,train_025773
ROCO_79156,PMC5637639_ZJCH_A_1369380_F0003_OC.jpg,"blue,angiography,multiple,microfistulae,lad,diagonal,coronary,branch,ventricle,artery,circle,left,first"," Coronary angiography showing multiple coronary artery microfistulae arising from first diagonal branch of LAD, emptying into the left ventricle (blue circle).",angiography,angiography,train,ROCO_79156,"Coronary angiography showing multiple coronary artery microfistulae arising from first diagonal branch of LAD, emptying into the left ventricle (blue circle).","blue,angiography,multiple,microfistulae,lad,diagonal,coronary,branch,ventricle,artery,circle,left,first",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5637639_ZJCH_A_1369380_F0003_OC.jpg,True,158,train_036846
ROCO_32963,PMC3232552_IPC-7-12-g006.jpg,"collateral,angiography,right,defect,subtraction,digital,kidney", Digital subtraction angiography - filling defect in right kidney also supplied by a collateral.,angiography,angiography,train,ROCO_32963,Digital subtraction angiography - filling defect in right kidney also supplied by a collateral.,"collateral,angiography,right,defect,subtraction,digital,kidney",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3232552_IPC-7-12-g006.jpg,True,95,train_015260
ROCO_41640,PMC4644926_2176-9451-dpjo-20-05-00101-gf01.jpg,"orthodontic,extraction,indication,radiograph,panoramic", - Panoramic radiograph showing orthodontic indication for extraction of tooth #38.,xray_radiograph,radiograph,train,ROCO_41640,- Panoramic radiograph showing orthodontic indication for extraction of tooth #38.,"orthodontic,extraction,indication,radiograph,panoramic",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4644926_2176-9451-dpjo-20-05-00101-gf01.jpg,True,82,train_019383
ROCO_48258,PMC4347620_1471-2105-16-S4-S6-20.jpg,"ultrasound,image,estimation,imf", IMF% estimation on ultrasound images. Sample US image.,ultrasound,ultrasound,train,ROCO_48258,IMF% estimation on ultrasound images. Sample US image.,"ultrasound,image,estimation,imf",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4347620_1471-2105-16-S4-S6-20.jpg,True,54,train_022460
ROCO_39662,PMC3249599_CMMM2012-346713.001.jpg,"right,lobe,image,ultrasound,square,interest,white,region", Right lobe ultrasound image. White square represents the region of interest.,ultrasound,ultrasound,train,ROCO_39662,Right lobe ultrasound image. White square represents the region of interest.,"right,lobe,image,ultrasound,square,interest,white,region",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3249599_CMMM2012-346713.001.jpg,True,76,train_018463
ROCO_41910,PMC4040641_kjs-10-264-g003.jpg,"angiography,right,fistula,arteriovenou,pseudoaneurysmblack,formation,common,arrow,iliac,artery,vein", Angiography demonstrates the formation of an arteriovenous fistula between the right common iliac artery and right common iliac vein with a pseudoaneurysm(black arrow).,angiography,angiography,train,ROCO_41910,Angiography demonstrates the formation of an arteriovenous fistula between the right common iliac artery and right common iliac vein with a pseudoaneurysm(black arrow).,"angiography,right,fistula,arteriovenou,pseudoaneurysmblack,formation,common,arrow,iliac,artery,vein",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4040641_kjs-10-264-g003.jpg,True,168,train_019510
ROCO_39117,PMC3913340_CRIM.OBGYN2014-356131.001.jpg,"embryo,gestational,right,intrauterine,uterine,third,ultrasound,mm,twin,adnexa,crownrump,fluid,free,week,pregnancy,length,examination,measurement,dougla,pouch,sac"," Ultrasound examination shows an intrauterine twin pregnancy (1, 2) with crown-rump length measurements of 24,8 (1) and 24,2 (2) mm according to 9+1 weeks, a third gestational sac in the right uterine adnexa (3) with an embryo measuring 17,6 mm length and free fluid in the pouch of Douglas (4).",ultrasound,ultrasound,train,ROCO_39117,"Ultrasound examination shows an intrauterine twin pregnancy (1, 2) with crown-rump length measurements of 24,8 (1) and 24,2 (2) mm according to 9+1 weeks, a third gestational sac in the right uterine adnexa (3) with an embryo measuring 17,6 mm length and free fluid in the pouch of Douglas (4).","embryo,gestational,right,intrauterine,uterine,third,ultrasound,mm,twin,adnexa,crownrump,fluid,free,week,pregnancy,length,examination,measurement,dougla,pouch,sac",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3913340_CRIM.OBGYN2014-356131.001.jpg,True,294,train_018200
ROCO_77703,PMC5061119_gr6.jpg,"lumpectomy,radicality,examination,superocentral,radiographic", Radiographic examination showing the radicality of the supero-central lumpectomy.,xray_radiograph,radiographic,train,ROCO_77703,Radiographic examination showing the radicality of the supero-central lumpectomy.,"lumpectomy,radicality,examination,superocentral,radiographic",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5061119_gr6.jpg,True,81,train_036173
ROCO_14382,PMC3649571_jscr-2012-8-15fig4.jpg,"collateral,angiography,digital,avp,residual,filling,pa,aneurysm,subtraction,branch,deployment,device,post", Digital subtraction angiography post deployment of the AVP 4 device in the PA branch feeding the aneurysm (arrow). No residual or collateral filling seen,angiography,angiography,train,ROCO_14382,Digital subtraction angiography post deployment of the AVP 4 device in the PA branch feeding the aneurysm (arrow). No residual or collateral filling seen,"collateral,angiography,digital,avp,residual,filling,pa,aneurysm,subtraction,branch,deployment,device,post",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3649571_jscr-2012-8-15fig4.jpg,True,153,train_006639
ROCO_79359,PMC4248037_EJHS2404-0363Fig5.jpg,"deviation,para,scan,maxillary,polyp,nasal,septal,mucosal,gros,sinus,ct"," CT scan of Para Nasal Sinuses showing gross mucosal thickening in Maxillary sinuses, septal deviation and nasal polyp",ct,ct,train,ROCO_79359,"CT scan of Para Nasal Sinuses showing gross mucosal thickening in Maxillary sinuses, septal deviation and nasal polyp","deviation,para,scan,maxillary,polyp,nasal,septal,mucosal,gros,sinus,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4248037_EJHS2404-0363Fig5.jpg,True,117,train_036942
ROCO_08587,PMC4434152_gr1.jpg,"bulky,cervix,mas,wall,image,large,posterior,mri,contiguou,rectum", MRI image of large bulky cervix with posterior mass contiguous with wall of rectum.,mri,mri,train,ROCO_08587,MRI image of large bulky cervix with posterior mass contiguous with wall of rectum.,"bulky,cervix,mas,wall,image,large,posterior,mri,contiguou,rectum",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4434152_gr1.jpg,True,83,train_003994
ROCO_57934,PMC2943678_ci10002615.jpg,"arrowhead,show,peripheral,spleen,rim,splenic,septation,internal,pseudocyst,cyst,calcification,posttraumatic,ct"," Splenic pseudocyst. Contrast-enhanced CT shows a well-defined cyst in the spleen (*) with peripheral rim of calcification (arrowheads) and no internal septations, presumed to be a post-traumatic pseudocyst.",ct,ct,train,ROCO_57934,"Splenic pseudocyst. Contrast-enhanced CT shows a well-defined cyst in the spleen (*) with peripheral rim of calcification (arrowheads) and no internal septations, presumed to be a post-traumatic pseudocyst.","arrowhead,show,peripheral,spleen,rim,splenic,septation,internal,pseudocyst,cyst,calcification,posttraumatic,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2943678_ci10002615.jpg,True,206,train_026985
ROCO_16679,PMC5017075_PJMS-32-1044-g001.jpg,"mas,right,liver,normal,image,spleen,axial,kidney,arrow,adrenal,contrast,ct"," Axial images of contrast enhanced CT, showing normal transplanted liver, spleen, left kidney and right adrenal mass abutting liver (arrow).",ct,ct,train,ROCO_16679,"Axial images of contrast enhanced CT, showing normal transplanted liver, spleen, left kidney and right adrenal mass abutting liver (arrow).","mas,right,liver,normal,image,spleen,axial,kidney,arrow,adrenal,contrast,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5017075_PJMS-32-1044-g001.jpg,True,139,train_007697
ROCO_51568,PMC4551028_IJA-59-499-g001.jpg,"xray,chest,posterioranterior,view", Chest X-ray (posterior-anterior view),xray_radiograph,"xray,x ray",train,ROCO_51568,Chest X-ray (posterior-anterior view),"xray,chest,posterioranterior,view",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4551028_IJA-59-499-g001.jpg,True,37,train_024023
ROCO_63766,PMC5412602_gr2.jpg,"successful,angiogram,aspiration,flow,residual,air,catheter,timi,bubble,thrombu,intervention", Follow up angiogram after successful intervention. TIMI 3 flow has been restored immediately after air aspiration using a thrombus aspiration catheter. No residual air bubbles were observed.,angiography,angiogram,train,ROCO_63766,Follow up angiogram after successful intervention. TIMI 3 flow has been restored immediately after air aspiration using a thrombus aspiration catheter. No residual air bubbles were observed.,"successful,angiogram,aspiration,flow,residual,air,catheter,timi,bubble,thrombu,intervention",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5412602_gr2.jpg,True,190,train_029697
ROCO_73122,PMC3666366_CRIM.PATHOLOGY2013-798435.001.jpg,"core,bony,central,matrix,scan,sunburst,lateral,seventh,mas,large,chest,aspect,left,rib,ct", CT scan of the chest showing a large mass of the left lateral aspect of the seventh rib with bony matrix and sunburst central core.,ct,ct,train,ROCO_73122,CT scan of the chest showing a large mass of the left lateral aspect of the seventh rib with bony matrix and sunburst central core.,"core,bony,central,matrix,scan,sunburst,lateral,seventh,mas,large,chest,aspect,left,rib,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3666366_CRIM.PATHOLOGY2013-798435.001.jpg,True,131,train_034072
ROCO_21866,PMC5659302_cureus-0009-00000001622-i06.jpg,"right,middle,pseudoaneurysm,midsegment,jet,lateral,tip,digital,microcatheter,contrast,angiography,patient,arrowsright,base,subtraction,artery,skull,double,large,arrow,side,meningeal"," Lateral digital subtraction angiography showing the tip of the microcatheter in the mid-segment of the right middle meningeal artery (arrow). Note the jet of contrast filling the large pseudoaneurysm just below the base of the skull (double arrows).""Right"" indicates the patient's right side.",angiography,angiography,train,ROCO_21866,"Lateral digital subtraction angiography showing the tip of the microcatheter in the mid-segment of the right middle meningeal artery (arrow). Note the jet of contrast filling the large pseudoaneurysm just below the base of the skull (double arrows).""Right"" indicates the patient's right side.","right,middle,pseudoaneurysm,midsegment,jet,lateral,tip,digital,microcatheter,contrast,angiography,patient,arrowsright,base,subtraction,artery,skull,double,large,arrow,side,meningeal",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5659302_cureus-0009-00000001622-i06.jpg,True,292,train_010159
ROCO_68033,PMC3522413_iranjradiol-08-07-g001.jpg,"woman,abdominal,hypoechoic,healthy,image,normal,thicknes,mm,les,transverse,ultrasound,wall", Transverse abdominal ultrasound image in a healthy 38-year-old woman demonstrating normal hypoechoic gastric wall thickness of less than 5 mm.,ultrasound,ultrasound,train,ROCO_68033,Transverse abdominal ultrasound image in a healthy 38-year-old woman demonstrating normal hypoechoic gastric wall thickness of less than 5 mm.,"woman,abdominal,hypoechoic,healthy,image,normal,thicknes,mm,les,transverse,ultrasound,wall",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3522413_iranjradiol-08-07-g001.jpg,True,142,train_031665
ROCO_33184,PMC4347797_iranjradiol-11-04-10107-g006.jpg,"lesion,bilateral,shortening,thalamic,axial,t1w,mri,arrow,t1,contrast", Axial T1W MRI without contrast confirms the bilateral thalamic lesions that were seen on US. The lesions (arrows) resulted in T1 shortening.,mri,mri,train,ROCO_33184,Axial T1W MRI without contrast confirms the bilateral thalamic lesions that were seen on US. The lesions (arrows) resulted in T1 shortening.,"lesion,bilateral,shortening,thalamic,axial,t1w,mri,arrow,t1,contrast",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4347797_iranjradiol-11-04-10107-g006.jpg,True,140,train_015369
ROCO_43289,PMC3147134_IJMI2011-398051.005.jpg,"case,major,central,scan,month,branch,report,injection,response,ct", Case report: follow-up CT scan 4 months after injection of 5 GBq of in the central branch: major response.,ct,ct,train,ROCO_43289,Case report: follow-up CT scan 4 months after injection of 5 GBq of in the central branch: major response.,"case,major,central,scan,month,branch,report,injection,response,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3147134_IJMI2011-398051.005.jpg,True,106,train_020152
